content,small_content,地点,类别,人数,+？
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",宜昌市20例,宜昌市,确诊,20例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",荆州市33例,荆州市,确诊,33例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",荆门市38例,荆门市,确诊,38例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",鄂州市1例,鄂州市,确诊,1例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",孝感市55例,孝感市,确诊,55例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",黄冈市122例,黄冈市,确诊,122例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",咸宁市43例,咸宁市,确诊,43例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",随州市36例,随州市,确诊,36例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",恩施州17例,恩施,确诊,17例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",仙桃市11例,仙桃市,确诊,11例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",天门市5例,天门市,确诊,5例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
", 武汉市45例,武汉市,死亡,45例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",黄石市1例,黄石市,死亡,1例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",宜昌市1例,宜昌市,死亡,1例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",荆州市2例,荆州市,死亡,2例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",荆门市1例,荆门市,死亡,1例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",黄冈市2例,黄冈市,死亡,2例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
", 武汉市40例,武汉市,出院,40例,累计
"确诊病例中，其中武汉市618例、黄石市31例、十堰市20例、襄阳市2例、宜昌市20例、荆州市33例、荆门市38例、鄂州市1例、孝感市55例、黄冈市122例、咸宁市43例、随州市36例、恩施州17例、仙桃市11例、天门市5例;死亡病例中, 武汉市45例、黄石市1例、宜昌市1例、荆州市2例、荆门市1例、黄冈市2例;出院病例中, 武汉市40例、黄冈市2例。
",黄冈市2例,黄冈市,出院,2例,累计
"""据北京市卫健委，从1月25日17时至23时，本市新增10例新型冠状病毒感染的肺炎病例，均已送至定点医疗机构进行救治。目前在院治疗49人，有一例重症。
",本市新增10例新型冠状病毒感染的肺炎病例,本市,确诊,10例,新增
"""据北京市卫健委，从1月25日17时至23时，本市新增10例新型冠状病毒感染的肺炎病例，均已送至定点医疗机构进行救治。目前在院治疗49人，有一例重症。
",目前在院治疗49人,本市,在院治疗,49人,新增
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",本市累计确诊病例51例,本市,确诊,51例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",其中东城区1例,东城区,确诊,1例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",西城区5例,西城区,确诊,5例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",朝阳区8例,朝阳区,确诊,8例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",海淀区10例,海淀区,确诊,10例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",丰台区3例,丰台区,确诊,3例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",石景山区1例,石景山区,确诊,1例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",通州区4例,通州区,确诊,4例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",顺义区1例,顺义区,确诊,1例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",大兴区2例,大兴区,确诊,2例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",昌平区5例,昌平区,确诊,5例,累计
"从1月25日17时至23时，本市累计确诊病例51例，其中东城区1例、西城区5例、朝阳区8例、海淀区10例、丰台区3例、石景山区1例、通州区4例、顺义区1例、大兴区2例、昌平区5例，外地来京人员11例。""
",外地来京人员11例,外地,确诊,11例,累计
"""2020年1月25日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例3例。其中：晋中市、阳泉市为首次报告确诊病例。新增确诊病例中，晋中市2例、阳泉市1例。
",山西省报告新型冠状病毒感染的肺炎新增确诊病例3例,山西省,确诊,3例,新增
"""2020年1月25日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例3例。其中：晋中市、阳泉市为首次报告确诊病例。新增确诊病例中，晋中市2例、阳泉市1例。
",晋中市2例,晋中市,确诊,2例,新增
"""2020年1月25日0时至24时，山西省报告新型冠状病毒感染的肺炎新增确诊病例3例。其中：晋中市、阳泉市为首次报告确诊病例。新增确诊病例中，晋中市2例、阳泉市1例。
",阳泉市1例,阳泉市,确诊,1例,新增
"截至1月25日24时，山西省累计报告新型冠状病毒感染的肺炎确诊病例9例。其中：太原市2例、大同市1例、阳泉市1例、长治市1例、晋中市2例、运城市2例。
",山西省累计报告新型冠状病毒感染的肺炎确诊病例9例,山西省,确诊,9例,累计
"截至1月25日24时，山西省累计报告新型冠状病毒感染的肺炎确诊病例9例。其中：太原市2例、大同市1例、阳泉市1例、长治市1例、晋中市2例、运城市2例。
",其中：太原市2例,太原市,确诊,2例,累计
"截至1月25日24时，山西省累计报告新型冠状病毒感染的肺炎确诊病例9例。其中：太原市2例、大同市1例、阳泉市1例、长治市1例、晋中市2例、运城市2例。
",大同市1例,大同市,确诊,1例,累计
"截至1月25日24时，山西省累计报告新型冠状病毒感染的肺炎确诊病例9例。其中：太原市2例、大同市1例、阳泉市1例、长治市1例、晋中市2例、运城市2例。
",阳泉市1例,阳泉市,确诊,1例,累计
"截至1月25日24时，山西省累计报告新型冠状病毒感染的肺炎确诊病例9例。其中：太原市2例、大同市1例、阳泉市1例、长治市1例、晋中市2例、运城市2例。
",长治市1例,长治市,确诊,1例,累计
"截至1月25日24时，山西省累计报告新型冠状病毒感染的肺炎确诊病例9例。其中：太原市2例、大同市1例、阳泉市1例、长治市1例、晋中市2例、运城市2例。
",晋中市2例,晋中市,确诊,2例,累计
"截至1月25日24时，山西省累计报告新型冠状病毒感染的肺炎确诊病例9例。其中：太原市2例、大同市1例、阳泉市1例、长治市1例、晋中市2例、运城市2例。
",运城市2例,运城市,确诊,2例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",广西报告新型冠状病毒感染的肺炎新增确诊病例10例,广西,确诊,10例,新增
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",其中南宁市1例,南宁市,确诊,1例,新增
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",柳州市1例,柳州市,确诊,1例,新增
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",北海市1例,北海市,确诊,1例,新增
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",百色市1例,百色市,确诊,1例,新增
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",桂林5例,桂林,确诊,5例,新增
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",梧州1例,梧州,确诊,1例,新增
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例,全区,确诊,33例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",其中南宁市1例,南宁市,确诊,1例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",柳州市4例,柳州市,确诊,4例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",桂林市11例,桂林市,确诊,11例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",梧州市2例,梧州市,确诊,2例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",北海市7例,北海市,确诊,7例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",防城港市2例,防城港市,确诊,2例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",玉林市1例,玉林市,确诊,1例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",百色市2例,百色市,确诊,2例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",河池市3例,河池市,确诊,3例,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",目前追踪到密切接触者337人,河池市,确诊,337人,累计
"2020年1月25日0-24时，广西报告新型冠状病毒感染的肺炎新增确诊病例10例，其中南宁市1例、柳州市1例、北海市1例、百色市1例、桂林5例、梧州1例。目前全区累计报告新型冠状病毒感染的肺炎确诊病例33例，其中南宁市1例、柳州市4例、桂林市11例、梧州市2例、北海市7例、防城港市2例、玉林市1例、百色市2例、河池市3例。目前追踪到密切接触者337人，正在接受医学观察327人。
",正在接受医学观察327人,河池市,确诊,327人,累计
"当地时间25日晚，马来西亚卫生部宣布，再增添1名新型冠状病毒肺炎确诊病例，使目前马境内累计确诊人数增至4人。
",使目前马境内累计确诊人数增至4人,马来西亚,确诊,4人,累计
"""2020年1月25日17时30分至23时，辽宁营口市新增1例输入性新型冠状病毒感染的肺炎确诊病例，该病例属轻症病例。
",辽宁营口市新增1例输入性新型冠状病毒感染的肺炎确诊病例,营口市,确诊,1例,新增
"截至2020年1月25日23时，辽宁省累计报告新型冠状病毒感染的肺炎确诊病例17例，重症病例12例。""
",辽宁省累计报告新型冠状病毒感染的肺炎确诊病例17例,辽宁省,确诊,17例,累计
"截至2020年1月25日23时，辽宁省累计报告新型冠状病毒感染的肺炎确诊病例17例，重症病例12例。""
",重症病例12例,辽宁省,重症,12例,累计
"截至2020年1月25日20时，黄石市累计报告疑似病例49例。根据省防控指挥部统一部署，对我市新型冠状病毒样本进行采样和检测，并于25日正式确诊病例31例，其中死亡1例。
",黄石市累计报告疑似病例49例,黄石市,疑似,49例,累计
"截至2020年1月25日20时，黄石市累计报告疑似病例49例。根据省防控指挥部统一部署，对我市新型冠状病毒样本进行采样和检测，并于25日正式确诊病例31例，其中死亡1例。
",并于25日正式确诊病例31例,黄石市,确诊,31例,累计
"截至2020年1月25日20时，黄石市累计报告疑似病例49例。根据省防控指挥部统一部署，对我市新型冠状病毒样本进行采样和检测，并于25日正式确诊病例31例，其中死亡1例。
",其中死亡1例,黄石市,死亡,1例,累计
"""根据相关部门通报数据统计，截至1月25日18时：29个省（区、市）累计报告新型冠状病毒感染的肺炎确诊病例1372例，死亡41例（湖北省39例、河北省1例、黑龙江1例）。已治愈出院39例。
",湖北省39例,湖北省,死亡,39例,累计
"""根据相关部门通报数据统计，截至1月25日18时：29个省（区、市）累计报告新型冠状病毒感染的肺炎确诊病例1372例，死亡41例（湖北省39例、河北省1例、黑龙江1例）。已治愈出院39例。
",河北省1例,河北省,死亡,1例,累计
"""根据相关部门通报数据统计，截至1月25日18时：29个省（区、市）累计报告新型冠状病毒感染的肺炎确诊病例1372例，死亡41例（湖北省39例、河北省1例、黑龙江1例）。已治愈出院39例。
",黑龙江1例,黑龙江,死亡,1例,累计
"""根据相关部门通报数据统计，截至1月25日18时：29个省（区、市）累计报告新型冠状病毒感染的肺炎确诊病例1372例，死亡41例（湖北省39例、河北省1例、黑龙江1例）。已治愈出院39例。
",已治愈出院39例,黑龙江,出院,39例,累计
"累计收到港澳台地区通报确诊病例10例，其中香港特别行政区5例""
",累计收到港澳台地区通报确诊病例10例,地区,确诊,10例,累计
"累计收到港澳台地区通报确诊病例10例，其中香港特别行政区5例""
","其中香港特别行政区5例""
",香港特别行政区,确诊,5例,累计
"今晚20：00，山东首批138人医疗队在济南遥墙机场集结后乘专机出发，支援湖北。他们分别来自各大医院呼吸科、感染性疾病科、医院感染管理科、重症医学科和护理部门等。
",山东首批138人医疗队在济南遥墙机场集结后乘专机出发,山东,确诊,138人,累计
"2020年1月24日00:00至24:00，我市新型冠状病毒感染的肺炎确诊病例1例（宜城1例）；新增疑似病例29例（其中枣阳4例，襄城3例，樊城7例，南漳4例，宜城4例，谷城1例，老河口3例，保康2例，高新区1例）。
",襄城3例,襄城,疑似,3例,新增
"2020年1月24日00:00至24:00，我市新型冠状病毒感染的肺炎确诊病例1例（宜城1例）；新增疑似病例29例（其中枣阳4例，襄城3例，樊城7例，南漳4例，宜城4例，谷城1例，老河口3例，保康2例，高新区1例）。
",樊城7例,襄城,疑似,7例,新增
"2020年1月24日00:00至24:00，我市新型冠状病毒感染的肺炎确诊病例1例（宜城1例）；新增疑似病例29例（其中枣阳4例，襄城3例，樊城7例，南漳4例，宜城4例，谷城1例，老河口3例，保康2例，高新区1例）。
",南漳4例,襄城,疑似,4例,新增
"2020年1月24日00:00至24:00，我市新型冠状病毒感染的肺炎确诊病例1例（宜城1例）；新增疑似病例29例（其中枣阳4例，襄城3例，樊城7例，南漳4例，宜城4例，谷城1例，老河口3例，保康2例，高新区1例）。
",宜城4例,襄城,疑似,4例,新增
"2020年1月24日00:00至24:00，我市新型冠状病毒感染的肺炎确诊病例1例（宜城1例）；新增疑似病例29例（其中枣阳4例，襄城3例，樊城7例，南漳4例，宜城4例，谷城1例，老河口3例，保康2例，高新区1例）。
",谷城1例,襄城,疑似,1例,新增
"2020年1月24日00:00至24:00，我市新型冠状病毒感染的肺炎确诊病例1例（宜城1例）；新增疑似病例29例（其中枣阳4例，襄城3例，樊城7例，南漳4例，宜城4例，谷城1例，老河口3例，保康2例，高新区1例）。
",老河口3例,襄城,疑似,3例,新增
"2020年1月24日00:00至24:00，我市新型冠状病毒感染的肺炎确诊病例1例（宜城1例）；新增疑似病例29例（其中枣阳4例，襄城3例，樊城7例，南漳4例，宜城4例，谷城1例，老河口3例，保康2例，高新区1例）。
",保康2例,襄城,疑似,2例,新增
"2020年1月24日00:00至24:00，我市新型冠状病毒感染的肺炎确诊病例1例（宜城1例）；新增疑似病例29例（其中枣阳4例，襄城3例，樊城7例，南漳4例，宜城4例，谷城1例，老河口3例，保康2例，高新区1例）。
",高新区1例,新区,疑似,1例,新增
